LogID,UserID,Timestamp,Endpoint,HTTP_Response,Hour,DayOfWeek,Is_After_Hours,Is_Internal_IP,Role_Doctor,Role_Nurse,Role_Staff,HTTP_Method_GET,HTTP_Method_HEAD,HTTP_Method_OPTIONS,HTTP_Method_PATCH,HTTP_Method_POST,HTTP_Method_PUT,Anomalous
c0018c7b-44a9-4620-99e7-0ebeaca71b76,6,2025-01-14 16:45:12,1194,403,16,1,0,1,True,False,False,False,False,False,False,False,True,1
20c0a32a-549c-41b1-9705-47ebbf144ce3,43,2024-12-22 20:52:25,1195,200,20,6,0,1,False,False,True,False,False,False,False,False,False,1
b64ee9bc-ef36-4fb5-9813-a9a2348f995d,7,2024-10-26 10:00:05,1196,200,10,5,0,1,False,False,True,True,False,False,False,False,False,0
f1555d0b-8b21-4e3c-bd6a-b151bdbeedf9,11,2025-01-10 16:52:56,1197,200,16,4,0,1,False,True,False,False,False,False,False,False,True,1
37dd26b1-04d5-40ba-914d-9bcbad74640b,65,2024-11-10 07:30:51,1198,404,7,6,0,1,False,False,True,False,False,False,False,False,True,1
cda76317-b17d-46b2-90de-bfc97b0112b7,3,2024-12-04 23:58:33,110,500,23,2,1,1,False,False,False,False,False,False,False,False,False,1
6aace527-5808-45ab-a968-ed59d8e9c49f,63,2024-11-06 02:44:42,37,201,2,2,1,1,False,True,False,False,False,False,False,True,False,0
509a837d-952d-4c3d-9fa8-bf2bdb812f1c,10,2024-10-26 02:40:58,1199,200,2,5,1,1,False,False,False,False,False,False,False,False,True,1
cbf10736-08dd-4a23-a2a4-87dba4227f1a,19,2024-10-25 18:10:36,95,404,18,4,0,1,False,False,False,False,False,False,False,False,False,1
54654390-977d-486d-ba37-ae6ee5697318,12,2025-01-11 03:36:53,1200,404,3,5,1,1,False,False,False,False,False,False,False,False,False,1
83609ad5-c8d7-4427-aae4-e1c2a8017bc1,18,2024-11-25 16:54:11,1201,200,16,0,0,1,True,False,False,False,False,False,False,False,False,1
4d2b8da6-d077-43fa-8903-6aa071f43af4,5,2025-01-18 23:41:29,4,403,23,5,1,1,False,False,True,False,False,False,False,False,False,1
2d226529-13e4-4e24-967e-b72ad2712374,5,2025-01-15 17:05:56,4,403,17,2,0,1,False,False,True,False,False,False,False,False,False,1
d61d10ea-cff3-43fd-a1b7-ed0fc0bdaf0a,5,2024-12-12 00:17:10,4,403,0,3,1,1,False,False,True,False,False,False,False,False,False,1
eca2c20a-98e8-4ab8-9f8a-612acfb19ede,5,2024-12-26 17:00:17,4,403,17,3,0,1,False,False,True,False,False,False,False,False,False,1
0d3dc301-d6bb-4396-8492-3a554cdb0fe5,5,2024-11-27 16:13:45,4,403,16,2,0,1,False,False,True,False,False,False,False,False,False,1
207c9368-1175-4474-aed2-a0a93103e184,29,2024-12-28 07:16:14,1202,302,7,5,0,1,False,False,True,True,False,False,False,False,False,0
bf11f1df-612d-4832-ace2-2c0b55c8906b,20,2024-12-22 17:33:19,305,500,17,6,0,1,False,False,False,False,False,False,False,False,False,1
53373bf5-7b90-4598-b02e-1bbcc45ee3f4,35,2024-11-21 09:52:12,1203,500,9,3,0,1,True,False,False,True,False,False,False,False,False,1
2b297fe5-6fc2-4d66-9fc7-3024ad538faf,37,2024-10-31 21:52:33,103,200,21,3,1,1,True,False,False,True,False,False,False,False,False,0
8f8025c7-54f1-432e-aa58-7b032c85d44d,11,2024-11-20 07:47:15,1204,200,7,2,0,1,False,True,False,True,False,False,False,False,False,0
d3aa0572-c3c1-4383-8697-f56e63458814,33,2024-11-29 23:29:07,1205,200,23,4,1,1,False,True,False,False,False,False,False,True,False,0
973b9039-5535-4edd-a038-4c8f3855dbde,43,2024-10-31 11:10:01,1206,500,11,3,0,1,False,False,True,False,False,False,False,False,False,1
8cd67472-05df-4e2d-8ee9-ec85c8c3838f,20,2024-12-11 01:18:02,634,201,1,2,1,1,False,False,False,True,False,False,False,False,False,0
b4c87a88-c1eb-4f25-ba4b-acb5fe4263ba,46,2024-11-20 10:07:29,1207,200,10,2,0,1,False,True,False,False,False,False,False,True,False,0
da54911a-ae06-43cc-be98-cf044dbef21c,52,2024-12-04 15:24:15,1208,200,15,2,0,1,True,False,False,False,True,False,False,False,False,0
ad83ea9b-c7d1-4c9d-9af4-c4184f9b2c17,64,2024-12-29 15:48:38,1209,200,15,6,0,1,True,False,False,False,False,False,False,False,True,1
03ac0b1d-1cc0-4e01-ae7e-b2df085ee8dd,37,2024-11-21 07:19:21,1210,200,7,3,0,1,True,False,False,True,False,False,False,False,False,0
1cc7b74e-fc2c-44ad-ae21-ce4be996de85,39,2024-12-06 08:51:27,1211,200,8,4,0,1,True,False,False,False,False,False,False,True,False,0
c5ec6a75-b547-444f-9db3-18bc70e092ef,44,2024-12-11 08:16:11,103,200,8,2,0,1,True,False,False,True,False,False,False,False,False,0
7a896b32-3c21-4d15-95c0-571b6946e31d,29,2024-11-05 10:33:36,1212,403,10,1,0,1,False,False,True,True,False,False,False,False,False,1
04741700-0463-48a2-a3b9-2f02a963bb79,27,2024-11-12 06:41:16,1213,200,6,1,0,1,True,False,False,False,False,False,False,False,False,1
1ea1333a-dd10-413e-9450-9eaa303e6727,68,2024-10-29 20:14:33,226,404,20,1,0,1,False,True,False,False,False,False,False,True,False,1
ec65817d-5472-4f3a-968e-c39c7b4c6591,24,2024-11-11 10:18:13,1214,404,10,0,0,1,False,True,False,False,False,False,False,False,True,1
fce4d0ae-0b05-4614-aea8-afcca9b6d95c,35,2025-01-16 00:22:39,68,500,0,3,1,1,True,False,False,False,False,False,False,False,True,1
8e5157e5-a53c-4ac7-b798-3af4c5261d4f,7,2024-10-24 21:18:35,1215,200,21,3,1,0,False,False,True,False,False,False,False,False,True,1
14a85ec8-46ff-41b7-93ce-18e47992ec94,10,2024-10-29 23:23:11,305,404,23,1,1,1,False,False,False,False,False,False,False,False,True,1
792b56c3-53ab-47de-8fb5-f397e77921b1,32,2025-01-15 19:00:03,1216,200,19,2,0,1,False,True,False,True,False,False,False,False,False,0
5aea2991-4bf4-45c4-9d4b-67535a101402,69,2024-11-20 13:54:25,1217,200,13,2,0,1,False,True,False,False,False,False,False,True,False,1
126770e8-3d07-4399-b607-6c4407dc4f9b,58,2024-12-15 11:45:37,1218,200,11,6,0,1,False,False,True,False,False,False,False,True,False,0
2f245c13-f71d-469b-a354-97c09bfc1bc9,35,2025-01-12 08:08:49,1219,200,8,6,0,1,True,False,False,False,False,False,False,False,False,1
11c71b08-7626-4075-ab17-d6bd5e5d817a,17,2025-01-12 12:59:35,1220,404,12,6,0,1,False,False,False,False,False,False,False,False,True,1
061ec2ce-bf21-4522-a5e1-2ca2d09582dd,68,2024-11-21 07:31:45,111,500,7,3,0,1,False,True,False,True,False,False,False,False,False,1
92444377-9aed-480e-8be5-43403ee196a1,38,2024-12-02 02:27:38,1221,500,2,0,1,1,False,False,True,True,False,False,False,False,False,1
9482e496-3251-4f47-845f-99140e818430,29,2024-11-27 12:38:52,4,403,12,2,0,1,False,False,True,False,False,False,False,False,False,1
63253854-8393-42c8-9703-b0290d5f4de3,29,2025-01-09 07:52:04,4,403,7,3,0,1,False,False,True,False,False,False,False,False,False,1
e46cd4b4-41e6-40d2-83a8-cd3adffb11ed,29,2025-01-16 10:52:03,4,403,10,3,0,1,False,False,True,False,False,False,False,False,False,1
a330084b-bade-429e-a701-44391be792b2,29,2024-11-08 07:27:00,4,403,7,4,0,0,False,False,True,False,False,False,False,False,False,1
4d8ae03d-a5d7-437f-bb9e-634743b69cf8,29,2024-12-06 03:30:24,4,403,3,4,1,1,False,False,True,False,False,False,False,False,False,1
4cea2596-51f7-41aa-82d7-19a104392742,50,2025-01-07 17:09:14,1222,200,17,1,0,1,False,False,True,False,False,False,False,False,True,1
086fe39e-a1bb-4642-a1fa-58d7e83bcb8d,5,2024-11-12 17:27:46,1223,200,17,1,0,1,False,False,True,False,False,False,False,True,False,0
271cc943-feba-4853-819b-9f9bfded35af,10,2024-11-05 22:43:14,4,403,22,1,1,1,False,False,False,False,False,False,False,False,False,1
26939b86-6684-4cd7-96d1-b1b53154c573,10,2024-11-28 20:38:03,4,403,20,3,0,1,False,False,False,False,False,False,False,False,False,1
18a8cea9-5726-4de1-b8e6-9020a78a0b77,10,2024-12-11 22:26:16,4,403,22,2,1,1,False,False,False,False,False,False,False,False,False,1
85aa63cc-80e3-414a-b16e-b3714b6a56da,10,2025-01-04 20:49:27,4,403,20,5,0,1,False,False,False,False,False,False,False,False,False,1
ea0aeb72-3abe-4bad-b102-25b555c3c009,10,2024-12-22 01:25:54,4,403,1,6,1,1,False,False,False,False,False,False,False,False,False,1
2af0dd3d-593d-4b7d-9229-47292ed2351e,62,2024-11-21 19:35:40,93,403,19,3,0,1,True,False,False,False,False,False,False,False,False,1
5573dfe4-1fc2-4cfe-8a3b-c6c62fd6eb3d,64,2024-10-26 04:26:11,1224,403,4,5,1,1,True,False,False,False,False,False,False,False,False,1
54782105-6ab0-4565-ad8f-1e0b9d217fb2,24,2024-12-12 06:54:22,1225,200,6,3,0,1,False,True,False,True,False,False,False,False,False,0
1147edd6-4a9b-443e-ae13-72cdb72ac37c,34,2025-01-15 02:19:57,4,403,2,2,1,1,False,True,False,False,False,False,False,False,False,1
0f9492cd-d958-499b-a324-7fd7e7da3c05,34,2025-01-04 21:44:28,4,403,21,5,1,1,False,True,False,False,False,False,False,False,False,1
23f36674-eebd-49c6-bac6-a3175e8c87e5,34,2024-10-22 23:16:55,4,403,23,1,1,1,False,True,False,False,False,False,False,False,False,1
71ec8a41-b8df-4675-b8fe-3af152d42cff,34,2025-01-14 00:54:48,4,403,0,1,1,1,False,True,False,False,False,False,False,False,False,1
34c413c1-6d89-454d-bc57-7e9f6e26e6c2,34,2024-10-22 01:05:35,4,403,1,1,1,1,False,True,False,False,False,False,False,False,False,1
d40ef1d9-f9ff-4343-b7b8-62f549d15a10,50,2024-12-20 11:04:06,1226,200,11,4,0,1,False,False,True,True,False,False,False,False,False,1
cff562ed-5538-4405-814a-f39d5270f134,10,2025-01-12 04:02:18,26,403,4,6,1,1,False,False,False,False,False,False,False,False,True,1
a53a7905-7089-45c1-bda3-b098455ffa9f,65,2024-12-08 12:23:32,1227,200,12,6,0,0,False,False,True,False,False,False,False,False,True,1
3217eed5-47a7-4089-b299-0261b645b046,66,2024-10-23 22:55:24,58,200,22,2,1,1,False,True,False,False,False,False,False,False,True,1
a18bdae3-d934-4ac5-8e8c-2b425dcb71d5,25,2024-10-25 02:30:16,706,200,2,4,1,0,False,True,False,False,False,False,False,False,True,1
9774e0aa-1e6a-479c-a277-d7213ceb34e7,42,2024-12-25 09:12:00,1228,200,9,2,0,1,False,True,False,False,False,False,False,False,False,0
94d17877-ed6e-4eb8-b4f6-0db7cf8e223c,43,2024-10-30 21:27:10,1229,200,21,2,1,1,False,False,True,True,False,False,False,False,False,0
167f9f16-4cf0-423a-b847-b2ccf9a51606,26,2024-10-31 09:07:02,1230,200,9,3,0,1,False,True,False,True,False,False,False,False,False,0
96ca6748-9c41-4ce0-939f-bacd21b0ce16,49,2025-01-14 06:31:11,1231,404,6,1,0,1,False,True,False,True,False,False,False,False,False,1
72d05744-9a69-4bc3-a623-b2449f84e4c9,43,2024-12-23 11:59:05,619,200,11,0,0,1,False,False,True,False,False,False,False,False,False,1
c058abe2-6d59-45c2-abb4-b0fa33aefdbd,36,2025-01-14 04:38:29,1232,200,4,1,1,1,False,True,False,False,False,False,False,False,True,0
52b0a26f-b4e3-421f-b9c4-f5efca06cf42,66,2024-11-29 18:03:31,1233,200,18,4,0,1,False,True,False,False,False,False,False,False,True,1
d91e5158-5667-41af-8a15-8b91512b8c84,33,2024-12-11 17:59:56,1234,200,17,2,0,1,False,True,False,False,False,False,False,False,False,1
8b3bf69c-1301-47b3-b25d-5f549639e3a8,13,2024-12-07 00:00:00,1235,200,0,5,1,1,False,True,False,False,False,False,False,True,False,1
7b5742b1-898b-431a-95b9-1695a0d04db0,63,2024-11-26 06:00:51,1236,200,6,1,0,1,False,True,False,True,False,False,False,False,False,0
71d9cfd5-b946-4ce9-9700-cc3f93423e87,60,2024-10-30 21:16:01,1237,403,21,2,1,1,False,False,True,False,False,False,False,False,False,1
74f4ba32-cefb-44c4-8006-a8aa3d2b5f3a,43,2025-01-06 16:39:28,1238,500,16,0,0,1,False,False,True,False,False,False,False,False,False,1
3349d534-ba19-4e62-8bf1-4c8dbe09363d,1,2024-11-14 16:29:55,1239,200,16,3,0,1,False,False,False,False,False,False,False,False,True,1
c5158e55-4374-452d-91df-9d7c6f78db12,0,2024-12-02 06:13:07,899,200,6,0,0,1,False,True,False,False,False,False,False,False,False,1
6d1f24d3-c203-4d83-9602-ca44a8661a97,5,2024-12-09 15:19:51,1240,200,15,0,0,1,False,False,True,True,False,False,False,False,False,0
8c2d081e-850f-4116-b5a0-a32b9c66e211,10,2025-01-06 15:45:12,1241,500,15,0,0,1,False,False,False,False,False,False,False,False,False,1
347317e2-a8e5-41bd-850c-bbf063483873,10,2024-11-11 18:53:03,1242,200,18,0,0,1,False,False,False,True,False,False,False,False,False,1
76b38df3-fc43-4220-a044-ac4482e66f99,64,2024-10-29 01:02:06,1243,200,1,1,1,1,True,False,False,True,False,False,False,False,False,1
a6a0057d-4a24-441c-9ab1-40ce33d6f40c,23,2024-11-30 09:14:01,1244,200,9,5,0,1,False,True,False,False,False,False,False,True,False,0
1a700a9d-4dac-47e6-be58-7ed1a65735af,14,2024-12-25 03:02:26,1245,403,3,2,1,1,False,False,True,True,False,False,False,False,False,1
20b38add-bf70-425c-94b3-038afdd3c129,50,2024-12-31 16:55:54,403,200,16,1,0,1,False,False,True,False,False,False,False,False,False,1
0828e1b9-76af-401b-b3f7-37cc5d695221,45,2024-12-11 10:50:34,1246,404,10,2,0,1,False,False,True,False,False,False,False,False,False,1
b44b0e57-1221-4368-a355-50778732beac,38,2024-10-25 05:36:54,1247,404,5,4,1,1,False,False,True,False,False,False,False,False,False,1
d6b8696d-d674-4a75-993b-59da145dec5d,22,2024-11-17 01:37:18,1248,200,1,6,1,1,False,False,False,False,False,False,False,False,False,1
2a0d78e4-6414-4ee7-af63-e2f761f05a9f,17,2024-10-25 23:40:59,110,403,23,4,1,1,False,False,False,False,False,False,False,False,False,1
bd13177a-19f4-4789-8e16-47693862c163,1,2024-11-06 00:08:05,1249,200,0,2,1,1,False,False,False,True,False,False,False,False,False,1
514b1a77-117f-4767-a660-ac6a1b6f7485,7,2024-11-03 04:24:36,1250,201,4,6,1,1,False,False,True,True,False,False,False,False,False,0
524adc30-df0c-490f-8189-e48d8edd37e8,57,2024-12-31 04:37:01,1251,403,4,1,1,1,False,True,False,False,False,False,False,False,True,1
b7707638-4a70-4ba6-9c56-5b6a3565a18a,18,2025-01-07 15:37:15,1252,403,15,1,0,1,True,False,False,False,False,False,False,False,True,1
b5d40b3b-b5f1-4a78-87c8-7597ef85aed5,12,2024-10-28 16:18:03,168,200,16,0,0,1,False,False,False,False,False,False,False,False,True,1
b4ce00e8-0b38-4ff9-8b9a-3bf4529e1529,68,2025-01-02 03:23:10,1253,403,3,3,1,1,False,True,False,False,False,False,False,False,False,1
89410605-f426-4f94-bd37-d7d3186b5c67,25,2024-12-01 21:40:00,1254,404,21,6,1,1,False,True,False,False,False,False,False,False,True,1
8a1ce160-004e-4452-90a8-beb12518c3a5,63,2025-01-09 06:53:53,1255,200,6,3,0,1,False,True,False,True,False,False,False,False,False,0
c1391592-caaf-4673-a25b-5dbae065e0cf,0,2024-11-29 07:57:43,111,404,7,4,0,1,False,True,False,True,False,False,False,False,False,1
a4b2e445-3564-4a5d-b0a6-a8b5e1ab80d2,60,2024-12-29 10:58:27,1256,200,10,6,0,1,False,False,True,True,False,False,False,False,False,0
e84304a7-f377-4988-b37d-bf9cd6a6833a,51,2024-11-20 23:10:52,1257,403,23,2,1,1,False,False,True,False,False,False,False,False,True,1
0c0157b1-31f8-4886-b3c2-734275edea34,61,2024-12-28 10:18:31,1258,200,10,5,0,1,True,False,False,False,True,False,False,False,False,0
c9925710-6d9c-47d4-a727-1a176c77812b,10,2024-10-30 12:22:04,1259,200,12,2,0,1,False,False,False,True,False,False,False,False,False,1
52572b0b-1243-400b-b926-88be05e1c768,69,2024-10-29 11:11:03,1260,200,11,1,0,1,False,True,False,True,False,False,False,False,False,0
6ee2874c-81f4-4259-8a52-a0e7457c79a5,45,2025-01-17 08:18:59,1261,200,8,4,0,1,False,False,True,False,False,False,False,True,False,0
df7148c6-62af-4253-b94c-970db62453a8,45,2024-12-24 03:35:14,4,403,3,1,1,1,False,False,True,False,False,False,False,False,False,1
b901a1b1-dd6f-4a21-bc89-56219588ba2e,45,2024-11-24 12:18:48,4,403,12,6,0,1,False,False,True,False,False,False,False,False,False,1
dceced68-5c98-4899-9090-4ac8a4c27951,45,2024-12-09 19:44:02,4,403,19,0,0,1,False,False,True,False,False,False,False,False,False,1
2ad3eebc-ba07-4b49-a31b-be38d75a0f6e,45,2024-11-11 20:45:19,4,403,20,0,0,1,False,False,True,False,False,False,False,False,False,1
58a6f18b-0fdf-4869-b09b-f3d6b515fd5d,45,2024-12-31 12:45:08,4,403,12,1,0,1,False,False,True,False,False,False,False,False,False,1
66ae120d-e8c5-4c0f-a152-820e40d4b345,1,2024-12-08 22:26:55,1262,200,22,6,1,1,False,False,False,False,False,False,False,True,False,1
bc742852-6260-4f94-a64e-03b836141501,14,2025-01-03 18:16:37,1263,403,18,4,0,1,False,False,True,False,False,False,False,False,True,1
07934488-aa34-4a10-bfd2-1bbe4bf26e3e,12,2025-01-17 15:57:23,1264,200,15,4,0,1,False,False,False,False,False,False,False,True,False,1
b82a395b-420a-4fec-a199-07a97383a769,35,2025-01-01 02:52:46,1265,200,2,2,1,1,True,False,False,False,False,False,False,True,False,1
6c604d57-779d-4068-978f-2cb7d8b630e4,20,2024-12-29 02:13:47,1266,500,2,6,1,1,False,False,False,True,False,False,False,False,False,1
0c2d22cf-b2f3-4421-8fe4-353310395e09,1,2024-11-12 22:12:49,1267,404,22,1,1,1,False,False,False,False,False,False,False,False,False,1
320c2962-00f8-498b-b125-0826a4a3ef78,31,2024-12-21 09:41:40,17,200,9,5,0,1,False,False,False,False,False,False,False,False,False,1
7449b590-7905-4b51-ac60-55fc158d4470,40,2024-10-30 03:10:31,1268,200,3,2,1,1,False,False,False,False,False,False,False,False,False,1
f85727e1-e792-4e79-9612-d9928432bf23,65,2025-01-01 19:26:20,761,304,19,2,0,1,False,False,True,True,False,False,False,False,False,0
f9c41f36-cd1c-42cd-bd1e-d35e17593f72,36,2024-12-15 22:22:32,1269,200,22,6,1,1,False,True,False,True,False,False,False,False,False,0
866b66c7-7f2d-4f8e-88a4-d9296f095b3c,24,2024-10-23 01:12:10,1270,200,1,2,1,1,False,True,False,True,False,False,False,False,False,0
1070c12c-49d3-41cc-ac2e-e66fe78d22a1,42,2024-12-14 01:49:48,26,403,1,5,1,1,False,True,False,False,False,False,False,False,False,1
74f57734-fe0e-4fdf-ad24-b787775ac81c,43,2025-01-09 22:19:04,1271,200,22,3,1,1,False,False,True,False,False,False,False,True,False,0
ae153f29-67f9-4b29-9374-b60b31df3852,9,2025-01-12 15:37:55,26,500,15,6,0,0,False,True,False,False,False,False,False,False,True,1
7c1c9908-cf59-45d7-845b-d183ce8aabae,54,2024-10-26 10:29:51,1272,500,10,5,0,1,False,False,True,True,False,False,False,False,False,1
e8b4351c-ddc9-4749-bbb3-d0dab1bb6e41,31,2025-01-08 04:36:01,4,403,4,2,1,1,False,False,False,False,False,False,False,False,False,1
a854ca75-bfc5-4299-ac0c-f54f0dee7d8f,31,2024-12-18 02:47:58,4,403,2,2,1,1,False,False,False,False,False,False,False,False,False,1
23061eaf-29cd-42fd-a494-2428602a26db,31,2024-11-09 01:59:31,4,403,1,5,1,1,False,False,False,False,False,False,False,False,False,1
53d84ea3-7e59-4330-86bd-e98b994aea57,31,2024-12-11 22:12:49,4,403,22,2,1,1,False,False,False,False,False,False,False,False,False,1
c52ef0e0-7a03-4f5a-9f06-0c7cd0a2b0aa,31,2024-12-24 18:31:33,4,403,18,1,0,1,False,False,False,False,False,False,False,False,False,1
0853a578-ba6a-4b23-bb25-2ec3c3edffd9,16,2025-01-16 06:19:10,1273,403,6,3,0,1,False,True,False,False,False,False,False,False,False,1
0106b01e-d3f4-4bbe-8764-c934755ce736,12,2024-12-10 04:28:31,4,403,4,1,1,1,False,False,False,False,False,False,False,False,False,1
fbb46815-8345-46f1-9880-7b740ccb9db2,12,2024-11-19 18:10:21,4,403,18,1,0,1,False,False,False,False,False,False,False,False,False,1
960d44b2-a0dc-415d-a20c-41a738fbd045,12,2024-12-13 12:21:51,4,403,12,4,0,1,False,False,False,False,False,False,False,False,False,1
63879bd5-9d4a-4751-a101-e6d5323868d5,12,2024-11-17 18:33:50,4,403,18,6,0,1,False,False,False,False,False,False,False,False,False,1
d9ee69f6-be9b-4323-ac55-f5bb93bb9f90,12,2024-11-10 05:11:15,4,403,5,6,1,1,False,False,False,False,False,False,False,False,False,1
755f8f53-0f9c-43c5-bbea-1aa0462ab13e,65,2025-01-12 01:14:24,1274,200,1,6,1,1,False,False,True,True,False,False,False,False,False,0
1d3c30e8-9177-443b-8d74-9ed745ee5b63,40,2024-11-24 01:52:39,49,500,1,6,1,1,False,False,False,False,False,False,False,True,False,1
e44fef23-1546-43f9-b477-3d9dad52f219,22,2024-11-24 02:48:14,1275,200,2,6,1,1,False,False,False,True,False,False,False,False,False,1
592d6c7d-be26-41e1-91d2-3dbbbf0e760f,2,2024-10-26 08:09:49,1276,304,8,5,0,1,True,False,False,True,False,False,False,False,False,0
2ee55152-13d7-400b-9dc5-b60157f69786,31,2024-11-21 09:36:50,1277,404,9,3,0,1,False,False,False,False,False,False,False,False,True,1
9aad5d95-c9a5-4b1d-9afc-5265c8ec901e,13,2025-01-03 13:15:04,1278,200,13,4,0,1,False,True,False,False,False,False,False,False,True,1
f46038a2-5721-4ace-b595-e10918f06ded,5,2024-12-08 07:35:41,1279,200,7,6,0,1,False,False,True,True,False,False,False,False,False,0
f3c3c0d9-8cc1-4c7b-bdbd-2065d0faa475,51,2024-11-29 06:02:31,1280,200,6,4,0,1,False,False,True,False,False,False,False,True,False,0
5833c818-4bb3-4856-81ca-f49751291f34,17,2024-10-27 05:07:13,111,403,5,6,1,1,False,False,False,False,False,False,False,False,True,1
208a3727-49dd-49c2-bfc2-d78ac0e6bd20,33,2024-12-27 21:03:18,1281,201,21,4,1,1,False,True,False,True,False,False,False,False,False,0
569245b0-d448-4f2f-bc0e-b474aa32340f,51,2024-11-24 02:21:49,56,200,2,6,1,1,False,False,True,True,False,False,False,False,False,0
400a7e6a-245c-483d-a48a-4ff5e3f3830b,68,2024-11-28 12:19:55,1282,500,12,3,0,1,False,True,False,True,False,False,False,False,False,1
439c1e8e-63d8-4d88-a2ad-4aeb9ddd4471,0,2025-01-07 06:10:23,1283,404,6,1,0,1,False,True,False,False,False,False,False,False,False,1
5cbb01ea-584e-440a-b09b-b2a5eac9aa4b,52,2024-12-15 02:10:27,1284,200,2,6,1,1,True,False,False,False,False,False,False,True,False,1
d8a9bcdd-1aa0-4677-9de8-348676055942,50,2024-11-25 09:44:37,1285,201,9,0,0,1,False,False,True,True,False,False,False,False,False,0
237e631e-60d3-47a4-a675-09949e33bc24,68,2025-01-10 02:59:00,1286,404,2,4,1,1,False,True,False,False,False,False,False,False,False,1
0573c93a-8b2d-4626-b988-91e1c009ef57,37,2024-12-14 06:43:14,37,200,6,5,0,1,True,False,False,True,False,False,False,False,False,0
6a22eb2a-7a8b-4544-894f-eaf3f404ddc1,63,2024-11-20 08:24:42,1287,200,8,2,0,1,False,True,False,False,False,False,False,True,False,0
857be72a-b281-4a21-b012-c797fbc432e1,48,2024-11-15 23:44:59,1288,404,23,4,1,1,True,False,False,False,False,False,False,False,False,1
561570a5-99da-42e9-a44d-8d16702a0cdf,65,2024-12-28 11:18:18,1289,403,11,5,0,1,False,False,True,False,False,False,False,False,False,1
6c41f7e7-ef74-48bf-a998-ec6635724f38,50,2024-11-21 14:23:31,1290,200,14,3,0,0,False,False,True,False,False,False,False,False,True,1
c5c77673-b4bc-4d77-9123-d108503a8966,5,2024-12-28 21:59:34,1291,201,21,5,1,1,False,False,True,True,False,False,False,False,False,0
02861ce1-b5fe-419c-9a08-a5c4ba8964ee,60,2024-12-24 04:13:12,1292,200,4,1,1,1,False,False,True,True,False,False,False,False,False,0
96a14946-d930-46fd-9e8c-821617c370e5,30,2025-01-07 13:23:22,4,403,13,1,0,1,False,False,True,False,False,False,False,False,False,1
02157a5d-d321-4734-8ee8-bd31a4b7d82c,30,2024-12-08 23:02:46,4,403,23,6,1,1,False,False,True,False,False,False,False,False,False,1
b2a71482-ed91-487a-80fc-12a52c1544d1,30,2024-10-25 07:56:37,4,403,7,4,0,1,False,False,True,False,False,False,False,False,False,1
1b3d4007-21be-4d35-a787-3c85ac89ef05,30,2025-01-17 15:57:49,4,403,15,4,0,0,False,False,True,False,False,False,False,False,False,1
9a7c0064-76ae-4ab5-8a32-7f9752ef7b7a,30,2025-01-19 10:31:32,4,403,10,6,0,1,False,False,True,False,False,False,False,False,False,1
32bf6fc6-7b07-48ea-acc5-a666049ba81c,26,2024-12-02 06:39:38,1293,200,6,0,0,1,False,True,False,True,False,False,False,False,False,0
0d809325-0c44-4d19-ab4b-88ad772b2e6c,61,2024-11-20 16:25:06,110,403,16,2,0,1,True,False,False,False,False,False,False,False,True,1
878b0076-3775-4ee3-90cc-17e7943aba52,11,2025-01-12 13:32:11,1294,500,13,6,0,0,False,True,False,False,False,False,False,False,True,1
fca85180-9ba8-4dd7-af04-69e5a41bb454,12,2025-01-06 20:34:30,4,403,20,0,0,1,False,False,False,False,False,False,False,False,False,1
4786dbdc-a216-46e4-9e05-6041c3b85d3a,12,2024-12-10 23:13:21,4,403,23,1,1,1,False,False,False,False,False,False,False,False,False,1
72f07535-a72a-4f64-b066-9ea241e88127,12,2024-10-29 16:37:51,4,403,16,1,0,1,False,False,False,False,False,False,False,False,False,1
806864ea-9996-4080-a327-2845a5b72fc5,12,2024-10-29 04:26:05,4,403,4,1,1,1,False,False,False,False,False,False,False,False,False,1
8b86322a-8754-44e8-a083-f4cad0c5810b,12,2025-01-15 07:21:21,4,403,7,2,0,1,False,False,False,False,False,False,False,False,False,1
5357161a-10ae-48d7-8ed3-c61e23f2bc2d,18,2024-11-12 09:42:52,1295,302,9,1,0,1,True,False,False,False,False,False,False,True,False,0
77f7a9b8-d058-41f1-bc92-47a2dc0c3295,28,2024-11-01 07:43:21,1296,200,7,4,0,1,False,False,True,False,True,False,False,False,False,0
6fb69734-b76f-4bb3-93fa-0fa3f4bab59a,3,2024-11-05 10:19:55,111,404,10,1,0,0,False,False,False,False,False,False,False,False,True,1
4a5959f4-9dac-4db9-8baf-8c51d610cdb5,60,2024-12-20 00:28:50,1297,200,0,4,1,1,False,False,True,True,False,False,False,False,False,0
846b5249-6c3b-4290-8ee3-431226345e48,4,2024-12-09 21:51:13,403,500,21,0,1,1,True,False,False,False,False,False,False,False,True,1
1726e105-9de2-4cbe-bd9c-12f5690f0e82,53,2025-01-05 13:51:39,1298,200,13,6,0,1,True,False,False,True,False,False,False,False,False,1
4b9a6c8a-a845-4773-b9e0-8354839e90b6,5,2025-01-04 09:22:59,58,403,9,5,0,1,False,False,True,False,False,False,False,False,False,1
e0377d52-15e4-4ef3-9e09-8d70b0ec8c6b,3,2024-10-27 04:14:44,95,403,4,6,1,1,False,False,False,False,False,False,False,True,False,1
6103f50c-9d71-4740-8943-5f87c853c11d,29,2024-12-31 17:48:14,1299,403,17,1,0,1,False,False,True,False,False,False,False,False,False,1
